Date,GDP
2017-04-01,19295071.123595506
2017-04-02,19297279.808988765
2017-04-03,19299488.494382024
2017-04-04,19301697.179775283
2017-04-05,19303905.865168538
2017-04-06,19306114.550561797
2017-04-07,19308323.235955056
2017-04-08,19310531.921348315
2017-04-09,19312740.606741574
2017-04-10,19314949.292134833
2017-04-11,19317157.97752809
2017-04-12,19319366.662921347
2017-04-13,19321575.348314606
2017-04-14,19323784.033707865
2017-04-15,19325992.719101124
2017-04-16,19328201.404494382
2017-04-17,19330410.08988764
2017-04-18,19332618.7752809
2017-04-19,19334827.460674156
2017-04-20,19337036.146067414
2017-04-21,19339244.831460673
2017-04-22,19341453.516853932
2017-04-23,19343662.20224719
2017-04-24,19345870.88764045
2017-04-25,19348079.57303371
2017-04-26,19350288.258426968
2017-04-27,19352496.943820223
2017-04-28,19354705.629213482
2017-04-29,19356914.31460674
2017-04-30,19359123.0
2017-05-01,19361611.597826086
2017-05-02,19364100.195652176
2017-05-03,19366588.79347826
2017-05-04,19369077.391304348
2017-05-05,19371565.989130434
2017-05-06,19374054.586956523
2017-05-07,19376543.18478261
2017-05-08,19379031.782608695
2017-05-09,19381520.38043478
2017-05-10,19384008.97826087
2017-05-11,19386497.576086957
2017-05-12,19388986.173913043
2017-05-13,19391474.77173913
2017-05-14,19393963.36956522
2017-05-15,19396451.967391305
2017-05-16,19398940.56521739
2017-05-17,19401429.163043477
2017-05-18,19403917.760869566
2017-05-19,19406406.358695652
2017-05-20,19408894.95652174
2017-05-21,19411383.554347824
2017-05-22,19413872.152173914
2017-05-23,19416360.75
2017-05-24,19418849.347826086
2017-05-25,19421337.945652176
2017-05-26,19423826.54347826
2017-05-27,19426315.141304348
2017-05-28,19428803.739130434
2017-05-29,19431292.336956523
2017-05-30,19433780.93478261
2017-05-31,19436269.532608695
2017-06-01,19438758.13043478
2017-06-02,19441246.72826087
2017-06-03,19443735.326086957
2017-06-04,19446223.923913043
2017-06-05,19448712.52173913
2017-06-06,19451201.11956522
2017-06-07,19453689.717391305
2017-06-08,19456178.31521739
2017-06-09,19458666.913043477
2017-06-10,19461155.510869566
2017-06-11,19463644.108695652
2017-06-12,19466132.70652174
2017-06-13,19468621.304347824
2017-06-14,19471109.902173914
2017-06-15,19473598.5
2017-06-16,19476087.097826086
2017-06-17,19478575.695652176
2017-06-18,19481064.29347826
2017-06-19,19483552.891304348
2017-06-20,19486041.489130434
2017-06-21,19488530.086956523
2017-06-22,19491018.68478261
2017-06-23,19493507.282608695
2017-06-24,19495995.88043478
2017-06-25,19498484.47826087
2017-06-26,19500973.076086957
2017-06-27,19503461.673913043
2017-06-28,19505950.27173913
2017-06-29,19508438.86956522
2017-06-30,19510927.467391305
2017-07-01,19513416.06521739
2017-07-02,19515904.663043477
2017-07-03,19518393.260869566
2017-07-04,19520881.858695652
2017-07-05,19523370.45652174
2017-07-06,19525859.054347824
2017-07-07,19528347.652173914
2017-07-08,19530836.25
2017-07-09,19533324.847826086
2017-07-10,19535813.445652176
2017-07-11,19538302.04347826
2017-07-12,19540790.641304348
2017-07-13,19543279.239130434
2017-07-14,19545767.836956523
2017-07-15,19548256.43478261
2017-07-16,19550745.032608695
2017-07-17,19553233.63043478
2017-07-18,19555722.22826087
2017-07-19,19558210.826086957
2017-07-20,19560699.423913043
2017-07-21,19563188.02173913
2017-07-22,19565676.61956522
2017-07-23,19568165.217391305
2017-07-24,19570653.81521739
2017-07-25,19573142.413043477
2017-07-26,19575631.010869566
2017-07-27,19578119.608695652
2017-07-28,19580608.20652174
2017-07-29,19583096.804347824
2017-07-30,19585585.402173914
2017-07-31,19588074.0
2017-08-01,19590723.510869566
2017-08-02,19593373.02173913
2017-08-03,19596022.532608695
2017-08-04,19598672.04347826
2017-08-05,19601321.554347824
2017-08-06,19603971.06521739
2017-08-07,19606620.576086957
2017-08-08,19609270.086956523
2017-08-09,19611919.597826086
2017-08-10,19614569.108695652
2017-08-11,19617218.61956522
2017-08-12,19619868.13043478
2017-08-13,19622517.641304348
2017-08-14,19625167.152173914
2017-08-15,19627816.663043477
2017-08-16,19630466.173913043
2017-08-17,19633115.68478261
2017-08-18,19635765.195652176
2017-08-19,19638414.70652174
2017-08-20,19641064.217391305
2017-08-21,19643713.72826087
2017-08-22,19646363.239130434
2017-08-23,19649012.75
2017-08-24,19651662.260869566
2017-08-25,19654311.77173913
2017-08-26,19656961.282608695
2017-08-27,19659610.79347826
2017-08-28,19662260.304347824
2017-08-29,19664909.81521739
2017-08-30,19667559.326086957
2017-08-31,19670208.836956523
2017-09-01,19672858.347826086
2017-09-02,19675507.858695652
2017-09-03,19678157.36956522
2017-09-04,19680806.88043478
2017-09-05,19683456.391304348
2017-09-06,19686105.902173914
2017-09-07,19688755.413043477
2017-09-08,19691404.923913043
2017-09-09,19694054.43478261
2017-09-10,19696703.945652176
2017-09-11,19699353.45652174
2017-09-12,19702002.967391305
2017-09-13,19704652.47826087
2017-09-14,19707301.989130434
2017-09-15,19709951.5
2017-09-16,19712601.010869566
2017-09-17,19715250.52173913
2017-09-18,19717900.032608695
2017-09-19,19720549.54347826
2017-09-20,19723199.054347824
2017-09-21,19725848.56521739
2017-09-22,19728498.076086957
2017-09-23,19731147.586956523
2017-09-24,19733797.097826086
2017-09-25,19736446.608695652
2017-09-26,19739096.11956522
2017-09-27,19741745.63043478
2017-09-28,19744395.141304348
2017-09-29,19747044.652173914
2017-09-30,19749694.163043477
2017-10-01,19752343.673913043
2017-10-02,19754993.18478261
2017-10-03,19757642.695652176
2017-10-04,19760292.20652174
2017-10-05,19762941.717391305
2017-10-06,19765591.22826087
2017-10-07,19768240.739130434
2017-10-08,19770890.25
2017-10-09,19773539.760869566
2017-10-10,19776189.27173913
2017-10-11,19778838.782608695
2017-10-12,19781488.29347826
2017-10-13,19784137.804347824
2017-10-14,19786787.31521739
2017-10-15,19789436.826086957
2017-10-16,19792086.336956523
2017-10-17,19794735.847826086
2017-10-18,19797385.358695652
2017-10-19,19800034.86956522
2017-10-20,19802684.38043478
2017-10-21,19805333.891304348
2017-10-22,19807983.402173914
2017-10-23,19810632.913043477
2017-10-24,19813282.423913043
2017-10-25,19815931.93478261
2017-10-26,19818581.445652176
2017-10-27,19821230.95652174
2017-10-28,19823880.467391305
2017-10-29,19826529.97826087
2017-10-30,19829179.489130434
2017-10-31,19831829.0
2017-11-01,19834103.108695652
2017-11-02,19836377.217391305
2017-11-03,19838651.326086957
2017-11-04,19840925.43478261
2017-11-05,19843199.54347826
2017-11-06,19845473.652173914
2017-11-07,19847747.760869566
2017-11-08,19850021.86956522
2017-11-09,19852295.97826087
2017-11-10,19854570.086956523
2017-11-11,19856844.195652176
2017-11-12,19859118.304347824
2017-11-13,19861392.413043477
2017-11-14,19863666.52173913
2017-11-15,19865940.63043478
2017-11-16,19868214.739130434
2017-11-17,19870488.847826086
2017-11-18,19872762.95652174
2017-11-19,19875037.06521739
2017-11-20,19877311.173913043
2017-11-21,19879585.282608695
2017-11-22,19881859.391304348
2017-11-23,19884133.5
2017-11-24,19886407.608695652
2017-11-25,19888681.717391305
2017-11-26,19890955.826086957
2017-11-27,19893229.93478261
2017-11-28,19895504.04347826
2017-11-29,19897778.152173914
2017-11-30,19900052.260869566
2017-12-01,19902326.36956522
2017-12-02,19904600.47826087
2017-12-03,19906874.586956523
2017-12-04,19909148.695652176
2017-12-05,19911422.804347824
2017-12-06,19913696.913043477
2017-12-07,19915971.02173913
2017-12-08,19918245.13043478
2017-12-09,19920519.239130434
2017-12-10,19922793.347826086
2017-12-11,19925067.45652174
2017-12-12,19927341.56521739
2017-12-13,19929615.673913043
2017-12-14,19931889.782608695
2017-12-15,19934163.891304348
2017-12-16,19936438.0
2017-12-17,19938712.108695652
2017-12-18,19940986.217391305
2017-12-19,19943260.326086957
2017-12-20,19945534.43478261
2017-12-21,19947808.54347826
2017-12-22,19950082.652173914
2017-12-23,19952356.760869566
2017-12-24,19954630.86956522
2017-12-25,19956904.97826087
2017-12-26,19959179.086956523
2017-12-27,19961453.195652176
2017-12-28,19963727.304347824
2017-12-29,19966001.413043477
2017-12-30,19968275.52173913
2017-12-31,19970549.63043478
2018-01-01,19972823.739130434
2018-01-02,19975097.847826086
2018-01-03,19977371.95652174
2018-01-04,19979646.06521739
2018-01-05,19981920.173913043
2018-01-06,19984194.282608695
2018-01-07,19986468.391304348
2018-01-08,19988742.5
2018-01-09,19991016.608695652
2018-01-10,19993290.717391305
2018-01-11,19995564.826086957
2018-01-12,19997838.93478261
2018-01-13,20000113.04347826
2018-01-14,20002387.152173914
2018-01-15,20004661.260869566
2018-01-16,20006935.36956522
2018-01-17,20009209.47826087
2018-01-18,20011483.586956523
2018-01-19,20013757.695652176
2018-01-20,20016031.804347824
2018-01-21,20018305.913043477
2018-01-22,20020580.02173913
2018-01-23,20022854.13043478
2018-01-24,20025128.239130434
2018-01-25,20027402.347826086
2018-01-26,20029676.45652174
2018-01-27,20031950.56521739
2018-01-28,20034224.673913043
2018-01-29,20036498.782608695
2018-01-30,20038772.891304348
2018-01-31,20041047.0
2018-02-01,20045214.15730337
2018-02-02,20049381.31460674
2018-02-03,20053548.47191011
2018-02-04,20057715.629213482
2018-02-05,20061882.786516853
2018-02-06,20066049.943820223
2018-02-07,20070217.101123594
2018-02-08,20074384.258426968
2018-02-09,20078551.41573034
2018-02-10,20082718.57303371
2018-02-11,20086885.73033708
2018-02-12,20091052.88764045
2018-02-13,20095220.04494382
2018-02-14,20099387.20224719
2018-02-15,20103554.35955056
2018-02-16,20107721.516853932
2018-02-17,20111888.674157303
2018-02-18,20116055.831460673
2018-02-19,20120222.988764044
2018-02-20,20124390.146067414
2018-02-21,20128557.303370785
2018-02-22,20132724.460674156
2018-02-23,20136891.61797753
2018-02-24,20141058.7752809
2018-02-25,20145225.93258427
2018-02-26,20149393.08988764
2018-02-27,20153560.247191012
2018-02-28,20157727.404494382
2018-03-01,20161894.561797753
2018-03-02,20166061.719101124
2018-03-03,20170228.876404494
2018-03-04,20174396.033707865
2018-03-05,20178563.191011235
2018-03-06,20182730.348314606
2018-03-07,20186897.505617976
2018-03-08,20191064.662921347
2018-03-09,20195231.820224717
2018-03-10,20199398.97752809
2018-03-11,20203566.134831462
2018-03-12,20207733.292134833
2018-03-13,20211900.449438203
2018-03-14,20216067.606741574
2018-03-15,20220234.764044944
2018-03-16,20224401.921348315
2018-03-17,20228569.078651685
2018-03-18,20232736.235955056
2018-03-19,20236903.393258426
2018-03-20,20241070.550561797
2018-03-21,20245237.707865167
2018-03-22,20249404.865168538
2018-03-23,20253572.02247191
2018-03-24,20257739.179775283
2018-03-25,20261906.337078653
2018-03-26,20266073.494382024
2018-03-27,20270240.651685394
2018-03-28,20274407.808988765
2018-03-29,20278574.966292135
2018-03-30,20282742.123595506
2018-03-31,20286909.280898876
2018-04-01,20291076.438202247
2018-04-02,20295243.595505618
2018-04-03,20299410.752808988
2018-04-04,20303577.91011236
2018-04-05,20307745.06741573
2018-04-06,20311912.2247191
2018-04-07,20316079.38202247
2018-04-08,20320246.539325844
2018-04-09,20324413.696629215
2018-04-10,20328580.853932586
2018-04-11,20332748.011235956
2018-04-12,20336915.168539327
2018-04-13,20341082.325842697
2018-04-14,20345249.483146068
2018-04-15,20349416.64044944
2018-04-16,20353583.79775281
2018-04-17,20357750.95505618
2018-04-18,20361918.11235955
2018-04-19,20366085.26966292
2018-04-20,20370252.42696629
2018-04-21,20374419.58426966
2018-04-22,20378586.741573032
2018-04-23,20382753.898876406
2018-04-24,20386921.056179777
2018-04-25,20391088.213483147
2018-04-26,20395255.370786518
2018-04-27,20399422.52808989
2018-04-28,20403589.68539326
2018-04-29,20407756.84269663
2018-04-30,20411924.0
2018-05-01,20414600.95652174
2018-05-02,20417277.913043477
2018-05-03,20419954.86956522
2018-05-04,20422631.826086957
2018-05-05,20425308.782608695
2018-05-06,20427985.739130434
2018-05-07,20430662.695652176
2018-05-08,20433339.652173914
2018-05-09,20436016.608695652
2018-05-10,20438693.56521739
2018-05-11,20441370.52173913
2018-05-12,20444047.47826087
2018-05-13,20446724.43478261
2018-05-14,20449401.391304348
2018-05-15,20452078.347826086
2018-05-16,20454755.304347824
2018-05-17,20457432.260869566
2018-05-18,20460109.217391305
2018-05-19,20462786.173913043
2018-05-20,20465463.13043478
2018-05-21,20468140.086956523
2018-05-22,20470817.04347826
2018-05-23,20473494.0
2018-05-24,20476170.95652174
2018-05-25,20478847.913043477
2018-05-26,20481524.86956522
2018-05-27,20484201.826086957
2018-05-28,20486878.782608695
2018-05-29,20489555.739130434
2018-05-30,20492232.695652176
2018-05-31,20494909.652173914
2018-06-01,20497586.608695652
2018-06-02,20500263.56521739
2018-06-03,20502940.52173913
2018-06-04,20505617.47826087
2018-06-05,20508294.43478261
2018-06-06,20510971.391304348
2018-06-07,20513648.347826086
2018-06-08,20516325.304347824
2018-06-09,20519002.260869566
2018-06-10,20521679.217391305
2018-06-11,20524356.173913043
2018-06-12,20527033.13043478
2018-06-13,20529710.086956523
2018-06-14,20532387.04347826
2018-06-15,20535064.0
2018-06-16,20537740.95652174
2018-06-17,20540417.913043477
2018-06-18,20543094.86956522
2018-06-19,20545771.826086957
2018-06-20,20548448.782608695
2018-06-21,20551125.739130434
2018-06-22,20553802.695652176
2018-06-23,20556479.652173914
2018-06-24,20559156.608695652
2018-06-25,20561833.56521739
2018-06-26,20564510.52173913
2018-06-27,20567187.47826087
2018-06-28,20569864.43478261
2018-06-29,20572541.391304348
2018-06-30,20575218.347826086
2018-07-01,20577895.304347824
2018-07-02,20580572.260869566
2018-07-03,20583249.217391305
2018-07-04,20585926.173913043
2018-07-05,20588603.13043478
2018-07-06,20591280.086956523
2018-07-07,20593957.04347826
2018-07-08,20596634.0
2018-07-09,20599310.95652174
2018-07-10,20601987.913043477
2018-07-11,20604664.86956522
2018-07-12,20607341.826086957
2018-07-13,20610018.782608695
2018-07-14,20612695.739130434
2018-07-15,20615372.695652176
2018-07-16,20618049.652173914
2018-07-17,20620726.608695652
2018-07-18,20623403.56521739
2018-07-19,20626080.52173913
2018-07-20,20628757.47826087
2018-07-21,20631434.43478261
2018-07-22,20634111.391304348
2018-07-23,20636788.347826086
2018-07-24,20639465.304347824
2018-07-25,20642142.260869566
2018-07-26,20644819.217391305
2018-07-27,20647496.173913043
2018-07-28,20650173.13043478
2018-07-29,20652850.086956523
2018-07-30,20655527.04347826
2018-07-31,20658204.0
2018-08-01,20661558.114130434
2018-08-02,20664912.22826087
2018-08-03,20668266.342391305
2018-08-04,20671620.45652174
2018-08-05,20674974.570652176
2018-08-06,20678328.68478261
2018-08-07,20681682.798913043
2018-08-08,20685036.913043477
2018-08-09,20688391.027173914
2018-08-10,20691745.141304348
2018-08-11,20695099.25543478
2018-08-12,20698453.36956522
2018-08-13,20701807.483695652
2018-08-14,20705161.597826086
2018-08-15,20708515.711956523
2018-08-16,20711869.826086957
2018-08-17,20715223.94021739
2018-08-18,20718578.054347824
2018-08-19,20721932.16847826
2018-08-20,20725286.282608695
2018-08-21,20728640.39673913
2018-08-22,20731994.510869566
2018-08-23,20735348.625
2018-08-24,20738702.739130434
2018-08-25,20742056.85326087
2018-08-26,20745410.967391305
2018-08-27,20748765.08152174
2018-08-28,20752119.195652176
2018-08-29,20755473.30978261
2018-08-30,20758827.423913043
2018-08-31,20762181.538043477
2018-09-01,20765535.652173914
2018-09-02,20768889.766304348
2018-09-03,20772243.88043478
2018-09-04,20775597.99456522
2018-09-05,20778952.108695652
2018-09-06,20782306.222826086
2018-09-07,20785660.336956523
2018-09-08,20789014.451086957
2018-09-09,20792368.56521739
2018-09-10,20795722.679347824
2018-09-11,20799076.79347826
2018-09-12,20802430.907608695
2018-09-13,20805785.02173913
2018-09-14,20809139.135869566
2018-09-15,20812493.25
2018-09-16,20815847.364130434
2018-09-17,20819201.47826087
2018-09-18,20822555.592391305
2018-09-19,20825909.70652174
2018-09-20,20829263.820652176
2018-09-21,20832617.93478261
2018-09-22,20835972.048913043
2018-09-23,20839326.163043477
2018-09-24,20842680.277173914
2018-09-25,20846034.391304348
2018-09-26,20849388.50543478
2018-09-27,20852742.61956522
2018-09-28,20856096.733695652
2018-09-29,20859450.847826086
2018-09-30,20862804.961956523
2018-10-01,20866159.076086957
2018-10-02,20869513.19021739
2018-10-03,20872867.304347824
2018-10-04,20876221.41847826
2018-10-05,20879575.532608695
2018-10-06,20882929.64673913
2018-10-07,20886283.760869566
2018-10-08,20889637.875
2018-10-09,20892991.989130434
2018-10-10,20896346.10326087
2018-10-11,20899700.217391305
2018-10-12,20903054.33152174
2018-10-13,20906408.445652176
2018-10-14,20909762.55978261
2018-10-15,20913116.673913043
2018-10-16,20916470.788043477
2018-10-17,20919824.902173914
2018-10-18,20923179.016304348
2018-10-19,20926533.13043478
2018-10-20,20929887.24456522
2018-10-21,20933241.358695652
2018-10-22,20936595.472826086
2018-10-23,20939949.586956523
2018-10-24,20943303.701086957
2018-10-25,20946657.81521739
2018-10-26,20950011.929347824
2018-10-27,20953366.04347826
2018-10-28,20956720.157608695
2018-10-29,20960074.27173913
2018-10-30,20963428.385869566
2018-10-31,20966782.5
2018-11-01,20971841.163934425
2018-11-02,20976899.827868853
2018-11-03,20981958.491803277
2018-11-04,20987017.155737706
2018-11-05,20992075.81967213
2018-11-06,20997134.48360656
2018-11-07,21002193.147540983
2018-11-08,21007251.81147541
2018-11-09,21012310.475409836
2018-11-10,21017369.139344264
2018-11-11,21022427.80327869
2018-11-12,21027486.467213117
2018-11-13,21032545.13114754
2018-11-14,21037603.795081966
2018-11-15,21042662.459016394
2018-11-16,21047721.12295082
2018-11-17,21052779.786885247
2018-11-18,21057838.45081967
2018-11-19,21062897.1147541
2018-11-20,21067955.778688524
2018-11-21,21073014.442622952
2018-11-22,21078073.106557377
2018-11-23,21083131.770491805
2018-11-24,21088190.43442623
2018-11-25,21093249.098360654
2018-11-26,21098307.762295082
2018-11-27,21103366.426229507
2018-11-28,21108425.090163935
2018-11-29,21113483.75409836
2018-11-30,21118542.418032788
2018-12-01,21123601.081967212
2018-12-02,21128659.74590164
2018-12-03,21133718.409836065
2018-12-04,21138777.073770493
2018-12-05,21143835.737704918
2018-12-06,21148894.401639346
2018-12-07,21153953.06557377
2018-12-08,21159011.729508195
2018-12-09,21164070.393442623
2018-12-10,21169129.057377048
2018-12-11,21174187.721311476
2018-12-12,21179246.3852459
2018-12-13,21184305.04918033
2018-12-14,21189363.713114753
2018-12-15,21194422.37704918
2018-12-16,21199481.040983606
2018-12-17,21204539.704918034
2018-12-18,21209598.36885246
2018-12-19,21214657.032786883
2018-12-20,21219715.69672131
2018-12-21,21224774.360655736
2018-12-22,21229833.024590164
2018-12-23,21234891.68852459
2018-12-24,21239950.352459017
2018-12-25,21245009.01639344
2018-12-26,21250067.68032787
2018-12-27,21255126.344262294
2018-12-28,21260185.008196723
2018-12-29,21265243.672131147
2018-12-30,21270302.336065575
2018-12-31,21275361.0
